code,region,pop
3602069,삼일동,180
3602070,묘도동,28
3603011,승주읍,76
3603031,주암면,145
3603032,송광면,50
3603033,외서면,22
3603034,낙안면,165
3603035,별량면,117
3603036,상사면,43
3603037,해룡면,641
3603038,서면,296
3603039,황전면,75
3603040,월등면,58
3603051,향동,61
3603054,매곡동,456
3603055,삼산동,397
3603056,조곡동,67
3603057,덕연동,562
3603058,풍덕동,124
3603059,남제동,254
3603060,저전동,55
3603061,장천동,44
3603062,중앙동,46
3603063,도사동,333
3603066,왕조1동,544
3603067,왕조2동,211
3604011,남평읍,380
3604031,세지면,113
3604032,왕곡면,142
3604033,반남면,64
3604034,공산면,112
3604035,동강면,114
3604036,다시면,202
3604037,문평면,87
3604038,노안면,538
3604039,금천면,129
3604040,산포면,148
3604041,다도면,71
3604042,봉황면,197
3604051,송월동,389
3604052,영강동,182
3604054,금남동,134
3604055,성북동,1000
3604058,영산동,194
3604060,이창동,477
3604061,빛가람동,546
3606011,광양읍,1522
3606031,봉강면,44
3606032,옥룡면,49
3606033,옥곡면,62
3606034,진상면,47
3606035,진월면,102
3606036,다압면,81
3606051,골약동,37
3606053,중마동,1378
3606054,광영동,328
3606055,태인동,72
3606056,금호동,119
3631011,담양읍,556
3631031,봉산면,170
3631032,고서면,92
3631034,창평면,192
3631035,대덕면,19
3631036,무정면,163
3631037,금성면,249
3631038,용면,64
3631039,월산면,97
3631040,수북면,150
3631041,대전면,202
3631033,가사문학면,20
3632011,곡성읍,294
3632031,오곡면,59
3632032,삼기면,67
3632033,석곡면,99
3632034,목사동면,16
3632035,죽곡면,36
3632036,고달면,42
3632037,옥과면,271
3632038,입면,92
3632039,겸면,82
3632040,오산면,57
3633011,구례읍,243
3633031,문척면,42
3633032,간전면,77
3633033,토지면,46
3633034,마산면,50
3633035,광의면,99
3633036,용방면,37
3633037,산동면,98
3635011,고흥읍,291
3635012,도양읍,471
3635031,풍양면,129
3635032,도덕면,160
3635033,금산면,139
3635034,도화면,297
3635035,포두면,129
3635036,봉래면,84
3635037,동일면,64
3635038,점암면,68
3635039,영남면,28
3635040,과역면,49
3635041,남양면,82
3635042,동강면,138
3635043,대서면,63
3635044,두원면,73
3636011,보성읍,232
3636012,벌교읍,427
3636031,노동면,24
3636032,미력면,67
3636033,겸백면,18
3636034,율어면,20
3636035,복내면,71
3636036,문덕면,21
3636037,조성면,128
3636038,득량면,94
3636039,회천면,105
3636040,웅치면,8
3637011,화순읍,1190
3637031,한천면,53
3637032,춘양면,94
3637033,청풍면,33
3637034,이양면,80
3637035,능주면,92
3637036,도곡면,200
3637037,도암면,37
3637038,이서면,19
3637039,백아면,54
3637040,동복면,73
3637041,사평면,30
3637042,동면,122
3638011,장흥읍,534
3638012,관산읍,164
3638013,대덕읍,135
3638031,용산면,97
3638032,안양면,108
3638033,장동면,20
3638034,장평면,103
3638035,유치면,21
3638036,부산면,56
3638037,회진면,84
3639011,강진읍,386
3639031,군동면,161
3639032,칠량면,56
3639033,대구면,30
3639034,마량면,74
3639035,도암면,48
3639036,신전면,87
3639037,성전면,135
3639038,작천면,67
3639039,병영면,45
3639040,옴천면,54
3640011,해남읍,649
3640031,삼산면,39
3640032,화산면,162
3640033,현산면,114
3640034,송지면,390
3640035,북평면,79
3640036,북일면,57
3640037,옥천면,103
3640038,계곡면,95
3640039,마산면,173
3640040,황산면,274
3640041,산이면,219
3640042,문내면,234
3640043,화원면,370
3641011,영암읍,214
3641012,삼호읍,5939
3641031,덕진면,86
3641032,금정면,67
3641033,신북면,128
3641034,시종면,152
3641035,도포면,83
3641036,군서면,163
3641037,서호면,65
3641038,학산면,105
3641039,미암면,59
3642011,무안읍,689
3642012,일로읍,374
3642013,삼향읍,724
3642032,몽탄면,61
3642033,청계면,584
3642034,현경면,265
3642035,망운면,91
3642036,해제면,170
3642037,운남면,131
3643011,함평읍,241
3643031,손불면,140
3643032,신광면,82
3643033,학교면,311
3643034,엄다면,44
3643035,대동면,94
3643036,나산면,110
3643037,해보면,220
3643038,월야면,235
3644011,영광읍,704
3644012,백수읍,160
3644013,홍농읍,213
3644031,대마면,64
3644032,묘량면,67
3644033,불갑면,77
3644034,군서면,110
3644035,군남면,48
3644036,염산면,118
3644037,법성면,371
3644038,낙월면,32
3645011,장성읍,529
3645031,진원면,133
3645032,남면,165
3645033,동화면,310
3645034,삼서면,150
3645035,삼계면,241
3645036,황룡면,331
3645037,서삼면,70
3645038,북일면,76
3645039,북이면,136
3645040,북하면,39
3646011,완도읍,815
3646012,금일읍,329
3646013,노화읍,479
3646031,군외면,204
3646032,신지면,317
3646033,고금면,507
3646034,약산면,162
3646035,청산면,67
3646036,소안면,262
3646037,금당면,46
3646038,보길면,265
3646039,생일면,72
3647011,진도읍,355
3647031,군내면,199
3647032,고군면,589
3647033,의신면,600
3647034,임회면,302
3647035,지산면,160
3647036,조도면,218
3648011,지도읍,213
3648012,압해읍,126
3648031,증도면,60
3648032,임자면,109
3648033,자은면,97
3648034,비금면,87
3648035,도초면,84
3648036,흑산면,304
3648037,하의면,61
3648038,신의면,58
3648039,장산면,77
3648040,안좌면,130
3648041,팔금면,19
3648042,암태면,94
3701111,구룡포읍,1038
3701112,연일읍,540
3701113,오천읍,1344
3701131,대송면,275
3701132,동해면,202
3701133,장기면,312
3701135,호미곶면,172
3701155,송도동,269
3701156,청림동,101
3701157,제철동,66
3701158,효곡동,571
3701159,대이동,258
3701160,상대동,440
3701161,해도동,286
3701211,흥해읍,1625
3701231,신광면,44
3701232,청하면,235
3701233,송라면,196
3701234,기계면,125
3701235,죽장면,56
3701236,기북면,30
3701258,양학동,126
3701261,용흥동,313
3701263,우창동,293
3701264,두호동,242
3701265,장량동,1247
3701266,환여동,150
3701267,중앙동,349
3701268,죽도동,401
3702011,감포읍,717
3702012,안강읍,706
3702013,건천읍,371
3702014,외동읍,4593
3702031,양북면,103
3702032,양남면,152
3702033,내남면,283
3702034,산내면,83
3702035,서면,227
3702036,현곡면,348
3702037,강동면,294
3702038,천북면,386
3702051,중부동,689
3702055,성건동,5692
3702058,월성동,134
3702059,선도동,559
3702062,용강동,359
3702063,황성동,412
3702064,동천동,1430
3702066,불국동,272
3702067,보덕동,36
3702068,황오동,326
3702069,황남동,124
3703011,아포읍,297
3703031,농소면,69
3703032,남면,122
3703033,개령면,71
3703034,감문면,156
3703035,어모면,199
3703036,봉산면,126
3703037,대항면,84
3703038,감천면,55
3703039,조마면,163
3703040,구성면,58
3703041,지례면,133
3703042,부항면,24
3703043,대덕면,66
3703044,증산면,23
3703055,양금동,68
3703056,대신동,1340
3703058,대곡동,419
3703059,지좌동,295
3703060,자산동,247
3703061,평화남산동,242
3703062,율곡동,213
3704011,풍산읍,191
3704031,와룡면,116
3704032,북후면,98
3704033,서후면,131
3704034,풍천면,137
3704035,일직면,134
3704036,남후면,104
3704037,남선면,40
3704038,임하면,65
3704039,길안면,59
3704040,임동면,68
3704041,예안면,49
3704042,도산면,45
3704043,녹전면,61
3704051,중구동,104
3704052,명륜동,50
3704054,용상동,507
3704056,태화동,189
3704058,평화동,75
3704059,안기동,102
3704060,옥동,364
3704061,송하동,313
3704062,서구동,85
3704063,강남동,144
3705011,선산읍,312
3705012,고아읍,516
3705031,무을면,70
3705032,옥성면,48
3705033,도개면,64
3705034,해평면,73
3705035,산동면,660
3705036,장천면,164
3705051,송정동,310
3705052,원평1동,156
3705053,원평2동,56
3705055,도량동,350
3705056,지산동,58
3705057,선주원남동,585
3705059,형곡1동,174
3705060,형곡2동,233
3705061,신평1동,122
3705062,신평2동,86
3705063,비산동,170
3705064,공단1동,292
3705065,공단2동,671
3705066,광평동,89
3705067,상모사곡동,878
3705069,임오동,518
3705070,인동동,993
3705071,진미동,549
3705072,양포동,1323
3706011,풍기읍,354
3706031,이산면,58
3706032,평은면,63
3706033,문수면,85
3706034,장수면,138
3706035,안정면,108
3706036,봉현면,53
3706037,순흥면,30
3706038,단산면,17
3706039,부석면,83
3706051,상망동,137
3706053,하망동,79
3706055,영주1동,77
3706058,영주2동,86
3706059,휴천1동,101
3706060,휴천2동,197
3706061,휴천3동,118
3706062,가흥1동,318
3706063,가흥2동,187
3707011,금호읍,748
3707031,청통면,284
3707032,신녕면,654
3707033,화산면,107
3707034,화북면,26
3707035,화남면,69
3707036,자양면,19
3707037,임고면,172
3707038,고경면,291
3707039,북안면,223
3707040,대창면,473
3707051,동부동,1088
3707052,중앙동,237
3707053,서부동,101
3707054,완산동,180
3707055,남부동,540
3708011,함창읍,174
3708031,사벌국면,71
3708032,중동면,42
3708033,낙동면,80
3708034,청리면,81
3708035,공성면,130
3708036,외남면,48
3708037,내서면,65
3708038,모동면,162
3708039,모서면,109
3708040,화동면,133
3708041,화서면,111
3708042,화북면,27
3708043,외서면,77
3708044,은척면,50
3708045,공검면,36
3708046,이안면,46
3708047,화남면,37
3708052,남원동,186
3708053,북문동,240
3708054,계림동,176
3708055,동문동,209
3708056,동성동,105
3708057,신흥동,177
3709011,문경읍,181
3709012,가은읍,115
3709031,영순면,70
3709032,산양면,106
3709033,호계면,92
3709034,산북면,89
3709035,동로면,95
3709036,마성면,105
3709037,농암면,101
3709057,점촌1동,103
3709058,점촌2동,199
3709059,점촌3동,251
3709060,점촌4동,102
3709061,점촌5동,201
3710011,하양읍,1723
3710012,진량읍,4914
3710031,와촌면,410
3710032,자인면,827
3710033,용성면,81
3710034,남산면,231
3710035,압량읍,814
3710036,남천면,222
3710051,중앙동,137
3710052,동부동,1825
3710053,서부1동,494
3710054,남부동,319
3710055,북부동,3822
3710056,중방동,139
3710057,서부2동,232
3731011,군위읍,424
3731031,소보면,50
3731032,효령면,275
3731033,부계면,16
3731034,우보면,37
3731035,의흥면,45
3731036,산성면,22
3731037,고로면,50
3732011,의성읍,370
3732031,단촌면,101
3732032,점곡면,13
3732033,옥산면,36
3732034,사곡면,42
3732035,춘산면,49
3732036,가음면,35
3732037,금성면,111
3732038,봉양면,145
3732039,비안면,49
3732040,구천면,40
3732041,단밀면,33
3732042,단북면,45
3732043,안계면,83
3732044,다인면,98
3732045,신평면,30
3732046,안평면,47
3732047,안사면,15
3733011,청송읍,110
3733032,부남면,86
3733033,현동면,53
3733034,현서면,40
3733035,안덕면,78
3733036,파천면,51
3733037,진보면,144
3733031,주왕산면,54
3734011,영양읍,187
3734031,입암면,73
3734032,청기면,72
3734033,일월면,58
3734034,수비면,76
3734035,석보면,80
3735011,영덕읍,310
3735031,강구면,404
3735032,남정면,161
3735033,달산면,28
3735034,지품면,78
3735035,축산면,297
3735036,영해면,226
3735037,병곡면,150
3735038,창수면,31
3736011,화양읍,180
3736012,청도읍,306
3736031,각남면,86
3736032,풍각면,626
3736033,각북면,64
3736034,이서면,345
3736035,운문면,16
3736036,금천면,146
3736037,매전면,36
3737012,대가야읍,531
3737031,덕곡면,38
3737032,운수면,65
3737033,성산면,228
3737034,다산면,1126
3737035,개진면,290
3737036,우곡면,66
3737037,쌍림면,219
3738011,성주읍,903
3738031,선남면,741
3738032,용암면,168
3738033,수륜면,91
3738034,가천면,36
3738035,금수면,19
3738036,대가면,81
3738037,벽진면,87
3738038,초전면,137
3738039,월항면,380
3739011,왜관읍,2581
3739012,북삼읍,642
3739013,석적읍,1127
3739031,지천면,376
3739032,동명면,117
3739033,가산면,390
3739036,약목면,529
3739037,기산면,225
3740011,예천읍,486
3740031,용문면,106
3740034,감천면,100
3740035,보문면,81
3740036,호명면,288
3740037,유천면,63
3740038,용궁면,79
3740039,개포면,61
3740040,지보면,98
3740041,풍양면,86
3740042,효자면,43
3740043,은풍면,47
3741011,봉화읍,340
3741031,물야면,82
3741032,봉성면,55
3741033,법전면,69
3741034,춘양면,115
3741035,소천면,29
3741036,석포면,105
3741037,재산면,14
3741038,명호면,54
3741039,상운면,27
3742011,울진읍,218
3742012,평해읍,77
3742031,북면,83
3742033,근남면,100
3742035,기성면,173
3742036,온정면,58
3742037,죽변면,466
3742038,후포면,857
3742039,금강송면,39
3742040,매화면,175
3743011,울릉읍,179
3743031,서면,36
3743032,북면,62
3803011,문산읍,550
3803031,내동면,136
3803032,정촌면,498
3803033,금곡면,117
3803034,진성면,130
3803035,일반성면,111
3803036,이반성면,147
3803037,사봉면,328
3803038,지수면,78
3803039,대곡면,336
3803040,금산면,307
3803041,집현면,132
3803042,미천면,56
3803043,명석면,115
3803044,대평면,30
3803045,수곡면,168
3803065,상평동,913
3803066,초장동,148
3803067,평거동,201
3803068,신안동,119
3803069,이현동,97
3803070,판문동,248
3803071,가호동,1134
3803072,천전동,381
3803073,성북동,224
3803074,중앙동,236
3803075,상봉동,239
3803076,충무공동,211
3803077,상대동,952
3803078,하대동,711
3805011,산양읍,499
3805031,용남면,658
3805032,도산면,491
3805033,광도면,1313
3805034,욕지면,241
3805035,한산면,208
3805036,사량면,141
3805052,명정동,102
3805053,중앙동,219
3805054,정량동,682
3805055,북신동,277
3805056,무전동,414
3805062,도천동,475
3805063,미수동,374
3805064,봉평동,368
3806011,사천읍,622
3806031,정동면,255
3806032,사남면,944
3806033,용현면,280
3806034,축동면,238
3806035,곤양면,201
3806036,곤명면,126
3806037,서포면,128
3806051,동서동,569
3806052,선구동,408
3806053,동서금동,349
3806055,벌용동,389
3806057,향촌동,553
3806059,남양동,116
3807011,진영읍,5139
3807032,주촌면,2081
3807033,진례면,2336
3807034,한림면,2767
3807035,생림면,1103
3807036,상동면,1112
3807037,대동면,145
3807051,동상동,1284
3807052,회현동,816
3807053,부원동,919
3807054,내외동,3018
3807055,북부동,2182
3807056,칠산서부동,267
3807058,활천동,1534
3807059,삼안동,2109
3807060,불암동,252
3807061,장유1동,1568
3807062,장유2동,560
3807063,장유3동,688
3808011,삼랑진읍,529
3808012,하남읍,345
3808031,부북면,512
3808032,상동면,252
3808033,산외면,429
3808034,산내면,111
3808035,단장면,374
3808036,상남면,404
3808037,초동면,305
3808038,무안면,238
3808039,청도면,131
3808051,내일동,72
3808052,내이동,477
3808053,교동,194
3808054,삼문동,332
3808055,가곡동,182
3809031,일운면,369
3809032,동부면,190
3809033,남부면,93
3809034,거제면,213
3809035,둔덕면,324
3809036,사등면,491
3809037,연초면,631
3809038,하청면,244
3809039,장목면,269
3809053,능포동,243
3809054,아주동,1930
3809055,옥포1동,963
3809056,옥포2동,961
3809057,장평동,2322
3809058,고현동,1357
3809059,상문동,459
3809060,수양동,393
3809061,장승포동,466
3810012,물금읍,1371
3810031,동면,421
3810032,원동면,98
3810033,상북면,619
3810034,하북면,215
3810052,삼성동,1922
3810053,강서동,969
3810054,서창동,2295
3810055,소주동,1321
3810056,평산동,545
3810057,덕계동,371
3810058,중앙동,619
3810059,양주동,506
3811111,동읍,459
3811131,북면,617
3811132,대산면,482
3811151,의창동,589
3811152,팔룡동,1652
3811153,명곡동,1294
3811154,봉림동,1044
3811155,용지동,590
3811251,반송동,525
3811252,중앙동,1703
3811253,상남동,375
3811254,사파동,570
3811255,가음정동,586
3811256,성주동,720
3811257,웅남동,1208
3811331,구산면,318
3811332,진동면,423
3811333,진북면,494
3811334,진전면,175
3811351,현동,237
3811352,가포동,32
3811353,월영동,738
3811354,문화동,239
3811357,완월동,124
3811358,자산동,115
3811361,교방동,116
3811364,합포동,94
3811365,산호동,280
3811366,반월중앙동,199
3811367,오동동,301
3811411,내서읍,1017
3811451,회원1동,139
3811452,회원2동,99
3811455,회성동,117
3811456,양덕1동,176
3811457,양덕2동,268
3811458,합성1동,129
3811459,합성2동,327
3811460,구암1동,179
3811461,구암2동,307
3811462,봉암동,944
3811463,석전동,281
3811553,충무동,186
3811554,여좌동,138
3811555,태백동,47
3811556,경화동,154
3811557,병암동,107
3811558,석동,273
3811559,이동,223
3811560,자은동,264
3811561,덕산동,108
3811562,풍호동,184
3811563,웅천동,446
3811564,웅동1동,989
3811565,웅동2동,2999
3831011,의령읍,505
3831031,가례면,76
3831032,칠곡면,71
3831033,대의면,43
3831034,화정면,95
3831035,용덕면,62
3831036,정곡면,47
3831037,지정면,43
3831038,낙서면,13
3831039,부림면,145
3831040,봉수면,123
3831041,궁류면,27
3831042,유곡면,32
3832011,가야읍,729
3832012,칠원읍,1091
3832031,함안면,150
3832032,군북면,1146
3832033,법수면,452
3832034,대산면,182
3832035,칠서면,988
3832036,칠북면,234
3832038,산인면,204
3832039,여항면,9
3833011,창녕읍,1184
3833012,남지읍,675
3833031,고암면,98
3833032,성산면,99
3833033,대합면,407
3833034,이방면,69
3833035,유어면,64
3833036,대지면,187
3833037,계성면,292
3833038,영산면,604
3833039,장마면,167
3833040,도천면,248
3833041,길곡면,37
3833042,부곡면,77
3834011,고성읍,908
3834031,삼산면,212
3834032,하일면,146
3834033,하이면,89
3834034,상리면,47
3834035,대가면,32
3834036,영현면,
3834037,영오면,52
3834038,개천면,48
3834039,구만면,24
3834040,회화면,163
3834041,마암면,25
3834042,동해면,288
3834043,거류면,237
3835011,남해읍,219
3835031,이동면,167
3835032,상주면,135
3835033,삼동면,243
3835034,미조면,273
3835035,남면,53
3835036,서면,31
3835037,고현면,65
3835038,설천면,74
3835039,창선면,247
3836011,하동읍,183
3836031,화개면,39
3836032,악양면,76
3836033,적량면,60
3836034,횡천면,24
3836035,고전면,49
3836036,금남면,177
3836037,금성면,46
3836038,진교면,154
3836039,양보면,39
3836040,북천면,70
3836041,청암면,36
3836042,옥종면,266
3837011,산청읍,205
3837031,차황면,44
3837032,오부면,62
3837033,생초면,55
3837034,금서면,91
3837035,삼장면,31
3837036,시천면,239
3837037,단성면,217
3837038,신안면,197
3837039,생비량면,79
3837040,신등면,61
3838011,함양읍,433
3838031,마천면,43
3838032,휴천면,46
3838033,유림면,51
3838034,수동면,164
3838035,지곡면,75
3838036,안의면,173
3838037,서하면,41
3838038,서상면,48
3838039,백전면,44
3838040,병곡면,32
3839011,거창읍,755
3839031,주상면,29
3839032,웅양면,80
3839033,고제면,18
3839034,북상면,47
3839035,위천면,105
3839036,마리면,39
3839037,남상면,146
3839038,남하면,30
3839039,신원면,51
3839040,가조면,66
3839041,가북면,17
3840011,합천읍,222
3840031,봉산면,24
3840032,묘산면,43
3840033,가야면,135
3840034,야로면,112
3840035,율곡면,136
3840036,초계면,67
3840037,쌍책면,17
3840038,덕곡면,22
3840039,청덕면,77
3840040,적중면,59
3840041,대양면,47
3840042,쌍백면,31
3840043,삼가면,51
3840044,가회면,73
3840045,대병면,79
3840046,용주면,83
3901011,한림읍,2756
3901012,애월읍,1886
3901013,구좌읍,1029
3901014,조천읍,1179
3901031,한경면,631
3901032,추자면,398
3901033,우도면,50
3901051,일도1동,149
3901052,일도2동,675
3901053,이도1동,212
3901054,이도2동,1073
3901055,삼도1동,310
3901056,삼도2동,414
3901057,용담1동,174
3901058,용담2동,391
3901059,건입동,412
3901060,화북동,724
3901061,삼양동,575
3901062,봉개동,194
3901063,아라동,1707
3901064,오라동,450
3901065,연동,3106
3901066,노형동,3272
3901067,외도동,640
3901068,이호동,313
3901069,도두동,171
3902011,대정읍,2873
3902012,남원읍,915
3902013,성산읍,1502
3902031,안덕면,648
3902032,표선면,687
3902051,송산동,464
3902052,정방동,191
3902053,중앙동,172
3902054,천지동,174
3902055,효돈동,140
3902056,영천동,273
3902057,동홍동,768
3902058,서홍동,266
3902059,대륜동,429
3902060,대천동,427
3902061,중문동,530
3902062,예래동,223
